query_id,batch_index,candidate_count,unique_score_count,all_candidates_tied,scores,candidate_page_ids,cache_hit_this_run,prompt_tokens,completion_tokens
S003-Q033,3,5,5,False,"[95.0, 80.0, 70.0, 60.0, 85.0]","[""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""c96d749e-7c02-5289-ab48-fd03586dd5b1"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""f72f3149-1377-5599-b08d-64731562b90f"", ""914dcda3-55d6-504a-9159-f6f54938f31f""]",True,2533,223
S003-Q033,4,5,5,False,"[20.0, 15.0, 30.0, 25.0, 90.0]","[""8319fad1-425d-545c-8ef3-4df0fdc3b11d"", ""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"", ""2013e8e4-8edb-5c7a-9104-a9e3d152b49c"", ""cdb5dd69-63b7-55e7-a4a0-85d8028c468c"", ""3039ff9a-80a9-534e-bac6-7b97cc24a926""]",True,2283,230
S003-Q035,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""78d45bb9-9e17-532c-ac94-a233f3897490"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25""]",True,2696,215
S003-Q035,2,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""f72f3149-1377-5599-b08d-64731562b90f"", ""ff050426-ccc1-5faa-8b70-2b3eedf5209b"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""914dcda3-55d6-504a-9159-f6f54938f31f"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2""]",True,2679,226
S003-Q035,3,5,5,False,"[90.0, 85.0, 80.0, 70.0, 60.0]","[""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""8319fad1-425d-545c-8ef3-4df0fdc3b11d"", ""c96d749e-7c02-5289-ab48-fd03586dd5b1""]",True,2123,225
S003-Q035,4,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"", ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e""]",True,2153,221
S003-Q039,1,5,5,False,"[90.0, 70.0, 85.0, 80.0, 75.0]","[""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7""]",True,2639,218
S003-Q039,2,5,5,False,"[90.0, 85.0, 80.0, 75.0, 95.0]","[""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca""]",True,2451,223
S003-Q039,3,5,5,False,"[95.0, 80.0, 85.0, 90.0, 70.0]","[""8319fad1-425d-545c-8ef3-4df0fdc3b11d"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"", ""05e85ae0-3d1a-5b35-8b21-33024859d641""]",True,2138,234
S003-Q039,4,5,5,False,"[85.0, 90.0, 80.0, 70.0, 75.0]","[""bd6d22da-10ea-5784-b308-d3f5d1f57469"", ""cdb5dd69-63b7-55e7-a4a0-85d8028c468c"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3"", ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"", ""6acea1bf-012f-53f4-bac8-545da6e86a3e""]",True,2239,219
S003-Q042,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""cd287a69-0373-5edb-a16a-81be12c7a77e"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2""]",True,2167,226
S003-Q042,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""05e85ae0-3d1a-5b35-8b21-33024859d641"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""a66c00f0-adb2-544a-954c-97b7393168b0""]",True,2302,222
S003-Q042,3,5,5,False,"[100.0, 60.0, 80.0, 50.0, 70.0]","[""3039ff9a-80a9-534e-bac6-7b97cc24a926"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""f72f3149-1377-5599-b08d-64731562b90f"", ""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"", ""3446dbc5-5d91-5f49-a1fe-1d68979506a4""]",True,2518,218
S003-Q042,4,5,5,False,"[90.0, 85.0, 70.0, 75.0, 80.0]","[""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""8319fad1-425d-545c-8ef3-4df0fdc3b11d"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""4ed05884-3478-5a91-a63f-3067fd41956d""]",True,2424,225
S003-Q044,1,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""a66c00f0-adb2-544a-954c-97b7393168b0"", ""cd287a69-0373-5edb-a16a-81be12c7a77e"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7""]",True,2457,222
S003-Q044,2,5,5,False,"[90.0, 85.0, 80.0, 75.0, 95.0]","[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""de8457cd-4b07-5775-9f5e-95f5d65583a0""]",True,2378,220
S003-Q044,3,5,5,False,"[95.0, 70.0, 85.0, 90.0, 80.0]","[""2013e8e4-8edb-5c7a-9104-a9e3d152b49c"", ""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"", ""60bc0fda-17d1-5475-9f92-6434dee83888"", ""cdb5dd69-63b7-55e7-a4a0-85d8028c468c"", ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c""]",True,2301,230
S003-Q044,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""78d45bb9-9e17-532c-ac94-a233f3897490"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""54c53e7a-2b68-5849-a196-571fccaa0ac3"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2""]",True,2357,230
S003-Q049,1,5,5,False,"[95.0, 80.0, 70.0, 85.0, 75.0]","[""78d45bb9-9e17-532c-ac94-a233f3897490"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7""]",True,2368,225
S003-Q049,2,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""f72f3149-1377-5599-b08d-64731562b90f"", ""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"", ""bd6d22da-10ea-5784-b308-d3f5d1f57469"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""2013e8e4-8edb-5c7a-9104-a9e3d152b49c""]",True,2254,224
S003-Q049,3,5,5,False,"[90.0, 20.0, 85.0, 75.0, 30.0]","[""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""c96d749e-7c02-5289-ab48-fd03586dd5b1"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25""]",True,2455,225
S003-Q049,4,5,5,False,"[20.0, 90.0, 85.0, 70.0, 30.0]","[""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"", ""b304bcc8-8a96-5f89-a945-3cef8078b106"", ""cdb5dd69-63b7-55e7-a4a0-85d8028c468c"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826""]",True,2293,226
S003-Q052,1,5,5,False,"[95.0, 90.0, 85.0, 80.0, 88.0]","[""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""05e85ae0-3d1a-5b35-8b21-33024859d641"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc""]",True,2491,216
S003-Q052,2,5,5,False,"[90.0, 85.0, 70.0, 80.0, 75.0]","[""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""2316a391-e779-530b-ac2f-055182347d32"", ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c""]",True,2475,219
S003-Q052,3,5,5,False,"[100.0, 60.0, 90.0, 70.0, 80.0]","[""8b5ae761-3f22-557a-aa9a-f3d5a03b0951"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f""]",True,2598,229
S003-Q052,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""cd287a69-0373-5edb-a16a-81be12c7a77e"", ""cee54426-e3ab-5ae2-aaab-81de729e05f3"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2""]",True,2213,230
S003-Q055,1,5,5,False,"[85.0, 90.0, 70.0, 60.0, 75.0]","[""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""59d896c1-0734-53cf-821a-5728dd5fe548"", ""4ed05884-3478-5a91-a63f-3067fd41956d""]",True,2361,215
S003-Q055,2,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""cd287a69-0373-5edb-a16a-81be12c7a77e"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826""]",True,2150,234
S003-Q055,3,5,5,False,"[90.0, 70.0, 80.0, 60.0, 85.0]","[""9409734e-8235-5011-8c1a-60ed15ad9024"", ""2013e8e4-8edb-5c7a-9104-a9e3d152b49c"", ""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb""]",True,2209,229
S003-Q055,4,5,3,False,"[30.0, 20.0, 90.0, 20.0, 30.0]","[""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""b00efb33-3321-5736-b5b5-c41450d53202"", ""f72f3149-1377-5599-b08d-64731562b90f"", ""b304bcc8-8a96-5f89-a945-3cef8078b106"", ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c""]",True,2324,219
S003-Q056,1,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""4ed05884-3478-5a91-a63f-3067fd41956d"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""59d896c1-0734-53cf-821a-5728dd5fe548"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""2316a391-e779-530b-ac2f-055182347d32""]",True,2605,207
S003-Q056,2,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""a66c00f0-adb2-544a-954c-97b7393168b0"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""05e85ae0-3d1a-5b35-8b21-33024859d641"", ""cb9da70d-c361-5f9e-9f13-d40731425363""]",True,2118,229
S003-Q056,3,5,1,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","[""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""52504bc2-69f1-5f7b-a827-97850ce991f6"", ""1b59ffe6-5fba-511e-b39a-6529e998d6ca""]",True,2237,229
S003-Q056,4,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"", ""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""b00efb33-3321-5736-b5b5-c41450d53202"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""9409734e-8235-5011-8c1a-60ed15ad9024""]",True,2357,216
S003-Q063,1,5,5,False,"[90.0, 85.0, 70.0, 60.0, 80.0]","[""cb9da70d-c361-5f9e-9f13-d40731425363"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""ad470150-cd72-5d94-9d96-467573c4b92b""]",True,2087,220
S003-Q063,2,5,5,False,"[20.0, 85.0, 95.0, 90.0, 15.0]","[""59d896c1-0734-53cf-821a-5728dd5fe548"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55""]",True,2261,216
S003-Q063,3,5,5,False,"[30.0, 40.0, 90.0, 85.0, 70.0]","[""a66c00f0-adb2-544a-954c-97b7393168b0"", ""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""9409734e-8235-5011-8c1a-60ed15ad9024"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25""]",True,2219,216
S003-Q063,4,5,5,False,"[70.0, 90.0, 60.0, 80.0, 75.0]","[""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""52504bc2-69f1-5f7b-a827-97850ce991f6"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb""]",True,2106,233
S003-Q065,1,5,5,False,"[90.0, 85.0, 80.0, 88.0, 82.0]","[""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""cb9da70d-c361-5f9e-9f13-d40731425363"", ""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc"", ""59d896c1-0734-53cf-821a-5728dd5fe548""]",True,2107,219
S003-Q065,2,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""4ed05884-3478-5a91-a63f-3067fd41956d"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""8b5ae761-3f22-557a-aa9a-f3d5a03b0951""]",True,2233,220
S003-Q065,3,5,5,False,"[90.0, 70.0, 75.0, 85.0, 80.0]","[""9409734e-8235-5011-8c1a-60ed15ad9024"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""a66c00f0-adb2-544a-954c-97b7393168b0"", ""ad470150-cd72-5d94-9d96-467573c4b92b"", ""cd287a69-0373-5edb-a16a-81be12c7a77e""]",True,2085,221
S003-Q065,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""78d45bb9-9e17-532c-ac94-a233f3897490"", ""05e85ae0-3d1a-5b35-8b21-33024859d641"", ""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""b00efb33-3321-5736-b5b5-c41450d53202""]",True,2163,219
S003-Q066,1,5,5,False,"[90.0, 95.0, 85.0, 70.0, 75.0]","[""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""59d896c1-0734-53cf-821a-5728dd5fe548"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3""]",True,2109,224
S003-Q066,2,5,5,False,"[30.0, 85.0, 40.0, 70.0, 20.0]","[""a66c00f0-adb2-544a-954c-97b7393168b0"", ""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""cb9da70d-c361-5f9e-9f13-d40731425363"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25""]",True,2330,217
S003-Q066,3,5,5,False,"[85.0, 70.0, 75.0, 90.0, 80.0]","[""1b59ffe6-5fba-511e-b39a-6529e998d6ca"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""00f1892f-503a-5094-b7b1-b6dc6688a1e4"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc""]",True,2215,222
S003-Q066,4,5,5,False,"[30.0, 40.0, 50.0, 60.0, 70.0]","[""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""fe6436d0-9e94-53f7-ae4c-13a3d82b10ba"", ""e6b075df-0710-53c0-a850-a6bc715553b6"", ""9409734e-8235-5011-8c1a-60ed15ad9024"", ""ad470150-cd72-5d94-9d96-467573c4b92b""]",True,2103,226
S003-Q070,1,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""cb9da70d-c361-5f9e-9f13-d40731425363"", ""70584af0-da6d-5ee7-9e7c-ad3f962ef545"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"", ""7a01132c-40cf-51c3-9d47-811e696bd29c""]",True,2087,221
S003-Q070,2,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""8b5ae761-3f22-557a-aa9a-f3d5a03b0951"", ""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""e6b075df-0710-53c0-a850-a6bc715553b6"", ""25fd6ff3-e933-563b-baa2-5722e21d26fc""]",True,2082,224
S003-Q070,3,5,1,True,"[100.0, 100.0, 100.0, 100.0, 100.0]","[""59d896c1-0734-53cf-821a-5728dd5fe548"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""3d0fd2e7-51f7-5c7b-987f-07f1185ddcae"", ""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"", ""9409734e-8235-5011-8c1a-60ed15ad9024""]",True,2096,218
S003-Q070,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""cd287a69-0373-5edb-a16a-81be12c7a77e"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9""]",True,2234,223
S003-Q077,1,5,5,False,"[100.0, 95.0, 90.0, 85.0, 80.0]","[""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""cb9da70d-c361-5f9e-9f13-d40731425363"", ""ad470150-cd72-5d94-9d96-467573c4b92b"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a""]",True,2351,215
S003-Q077,2,5,5,False,"[60.0, 50.0, 90.0, 70.0, 40.0]","[""4ed05884-3478-5a91-a63f-3067fd41956d"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"", ""3d0fd2e7-51f7-5c7b-987f-07f1185ddcae"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3""]",True,2374,225
S003-Q077,3,5,5,False,"[100.0, 90.0, 80.0, 85.0, 95.0]","[""49d340b2-23e8-5b2c-abec-13dbe4b21de7"", ""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"", ""c2e23686-4871-5c9c-952e-5ac662b6d9bb"", ""2316a391-e779-530b-ac2f-055182347d32"", ""4b7d4f56-79e6-586a-8a09-c70fb207dda9""]",True,2452,222
S003-Q077,4,5,5,False,"[100.0, 80.0, 70.0, 90.0, 85.0]","[""21f9ae05-f6a0-5cc5-af10-142d014dcf11"", ""3bd00881-7f00-5756-9420-0d2f71ecdc25"", ""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"", ""52504bc2-69f1-5f7b-a827-97850ce991f6"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2""]",True,2162,227
S003-Q078,1,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""cfed691e-e124-5684-bec0-0e8c33869733"", ""cb9da70d-c361-5f9e-9f13-d40731425363"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""70584af0-da6d-5ee7-9e7c-ad3f962ef545""]",True,2086,219
S003-Q078,2,5,5,False,"[90.0, 85.0, 95.0, 80.0, 75.0]","[""2fdaac5c-103c-5100-8480-7d15511a3658"", ""21f9ae05-f6a0-5cc5-af10-142d014dcf11"", ""7a01132c-40cf-51c3-9d47-811e696bd29c"", ""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""ad470150-cd72-5d94-9d96-467573c4b92b""]",True,2059,218
S003-Q078,3,5,5,False,"[70.0, 75.0, 90.0, 60.0, 85.0]","[""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""4b7d4f56-79e6-586a-8a09-c70fb207dda9"", ""b304bcc8-8a96-5f89-a945-3cef8078b106"", ""9409734e-8235-5011-8c1a-60ed15ad9024"", ""78d45bb9-9e17-532c-ac94-a233f3897490""]",True,2183,225
S003-Q078,4,5,5,False,"[90.0, 85.0, 80.0, 75.0, 70.0]","[""4ed05884-3478-5a91-a63f-3067fd41956d"", ""ccf27b0e-2667-569f-9c15-552ac429b180"", ""04d07215-21cd-5045-831c-4e47a6fc6d37"", ""a3d3b3e7-64b2-57ba-8ffc-9f9c741bbb55"", ""59d896c1-0734-53cf-821a-5728dd5fe548""]",True,2259,218
S003-Q084,1,5,5,False,"[95.0, 60.0, 90.0, 70.0, 85.0]","[""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""2316a391-e779-530b-ac2f-055182347d32"", ""cb9da70d-c361-5f9e-9f13-d40731425363"", ""49d340b2-23e8-5b2c-abec-13dbe4b21de7""]",True,2670,212
S003-Q084,2,5,5,False,"[95.0, 90.0, 85.0, 80.0, 75.0]","[""00f1892f-503a-5094-b7b1-b6dc6688a1e4"", ""cfed691e-e124-5684-bec0-0e8c33869733"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826"", ""6e93a473-ae4a-524c-aee1-43aafd7f6bb0""]",True,2279,221
S003-Q084,3,5,5,False,"[95.0, 80.0, 90.0, 70.0, 60.0]","[""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3"", ""8b5ae761-3f22-557a-aa9a-f3d5a03b0951"", ""7a01132c-40cf-51c3-9d47-811e696bd29c"", ""05e85ae0-3d1a-5b35-8b21-33024859d641"", ""22322d48-4d17-5d2e-8760-ab1acaeb9f0a""]",True,2248,226
S003-Q084,4,5,5,False,"[100.0, 80.0, 70.0, 60.0, 50.0]","[""e732511e-b0fe-5c66-8778-0235ad67b308"", ""4b7d4f56-79e6-586a-8a09-c70fb207dda9"", ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"", ""f8a82be9-6f48-5dfb-b924-c74f72770e6c"", ""3d0fd2e7-51f7-5c7b-987f-07f1185ddcae""]",True,2124,228
S003-Q088,1,5,5,False,"[90.0, 85.0, 80.0, 70.0, 75.0]","[""ad470150-cd72-5d94-9d96-467573c4b92b"", ""3d0fd2e7-51f7-5c7b-987f-07f1185ddcae"", ""55fa1f65-ad74-5d1c-aafd-00013a0a4724"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""cb9da70d-c361-5f9e-9f13-d40731425363""]",True,2168,217
S003-Q088,2,5,5,False,"[100.0, 90.0, 95.0, 85.0, 80.0]","[""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""4b7d4f56-79e6-586a-8a09-c70fb207dda9"", ""4ed05884-3478-5a91-a63f-3067fd41956d"", ""f8a82be9-6f48-5dfb-b924-c74f72770e6c"", ""92bbf5d0-665d-52fa-92dd-d73231b6a2f4""]",True,2413,222
S003-Q088,3,5,5,False,"[90.0, 70.0, 85.0, 80.0, 75.0]","[""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"", ""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"", ""52504bc2-69f1-5f7b-a827-97850ce991f6"", ""1958df93-850e-5159-a3f2-9fa2bd4b26bd"", ""38c8623d-42c1-5db8-ab6e-1f29fd9a82e3""]",True,2139,225
S003-Q088,4,5,4,False,"[60.0, 80.0, 80.0, 90.0, 70.0]","[""82bf5c46-13d0-5fb7-9826-308047a68fc7"", ""7a01132c-40cf-51c3-9d47-811e696bd29c"", ""e732511e-b0fe-5c66-8778-0235ad67b308"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"", ""cfed691e-e124-5684-bec0-0e8c33869733""]",True,2091,222
S003-Q091,1,5,5,False,"[100.0, 90.0, 80.0, 85.0, 95.0]","[""2fdaac5c-103c-5100-8480-7d15511a3658"", ""cb9da70d-c361-5f9e-9f13-d40731425363"", ""dc75d4a6-dbec-512b-bed7-4048466382c6"", ""21f9ae05-f6a0-5cc5-af10-142d014dcf11"", ""1958df93-850e-5159-a3f2-9fa2bd4b26bd""]",True,2099,214
S003-Q091,2,5,4,False,"[100.0, 80.0, 80.0, 90.0, 70.0]","[""00f1892f-503a-5094-b7b1-b6dc6688a1e4"", ""70584af0-da6d-5ee7-9e7c-ad3f962ef545"", ""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"", ""78d45bb9-9e17-532c-ac94-a233f3897490"", ""7a6c2c70-6d05-5a6d-9a53-32d92efee826""]",True,2142,222
