comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,候选 Add Prompt
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,24,15,0.6558573842048645,0.6853442788124084,0.029486894607543945,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,32,-28,0.7309869527816772,0.6613049507141113,-0.06968200206756592,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,20,-16,0.67808997631073,0.64617520570755,-0.03191477060317993,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,3,-2,0.6072694063186646,0.5623369216918945,-0.04493248462677002,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,47,-32,0.4818408787250519,0.4019007384777069,-0.07994014024734497,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,50,-34,0.492669016122818,0.41502565145492554,-0.07764336466789246,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,27,-15,0.5007023811340332,0.47108912467956543,-0.029613256454467773,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,17,19,0.33248934149742126,0.4079776108264923,0.07548826932907104,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,31,-20,0.6479683518409729,0.6041517853736877,-0.043816566467285156,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,11,-10,0.650933027267456,0.6193244457244873,-0.03160858154296875,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,37,-31,0.6310549378395081,0.5460448861122131,-0.08501005172729492,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,38,-37,0.6374316811561584,0.5053610801696777,-0.1320706009864807,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,6,5,0.5550165176391602,0.5958086252212524,0.040792107582092285,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,8,3,0.4726150631904602,0.48165467381477356,0.009039610624313354,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,3,-1,0.3476473391056061,0.3729088008403778,0.02526146173477173,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,7,-3,0.4727919101715088,0.4263455867767334,-0.04644632339477539,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,5,-4,0.494103342294693,0.46206679940223694,-0.032036542892456055,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,9,-3,0.49814823269844055,0.4567928910255432,-0.04135534167289734,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,5,0,0.5069320797920227,0.5411230325698853,0.03419095277786255,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,3,-2,0.6167545914649963,0.5681602358818054,-0.04859435558319092,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,10,-3,0.6651113629341125,0.6414473056793213,-0.02366405725479126,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,17,-16,0.6499589681625366,0.4881286919116974,-0.16183027625083923,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,2,1,0.6119412183761597,0.607184648513794,-0.004756569862365723,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,12,3,0.5855612754821777,0.6087650060653687,0.023203730583190918,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,11,-4,0.6343926787376404,0.6095473170280457,-0.024845361709594727,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,2,4,0.5726884603500366,0.5790412425994873,0.006352782249450684,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,22,-10,0.5834260582923889,0.5494886040687561,-0.03393745422363281,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,11,10,0.54683518409729,0.6014357805252075,0.05460059642791748,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,17,0,0.5243327021598816,0.5428661704063416,0.01853346824645996,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,15,-13,0.6725355982780457,0.5924634337425232,-0.08007216453552246,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,33,-4,0.5633748769760132,0.5169126391410828,-0.04646223783493042,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,26,-20,0.5420230627059937,0.47315579652786255,-0.0688672661781311,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,34,-1,0.4599473774433136,0.4064270555973053,-0.0535203218460083,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,30,-15,0.5070860385894775,0.41832903027534485,-0.08875700831413269,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,31,-9,0.5056788325309753,0.4431688189506531,-0.06251001358032227,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,26,-16,0.5986801981925964,0.5574421882629395,-0.04123800992965698,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,37,-22,0.592033326625824,0.5306065082550049,-0.06142681837081909,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,9,32,0.4069212079048157,0.47851231694221497,0.07159110903739929,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,12,-1,0.4789794087409973,0.46648111939430237,-0.012498289346694946,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,31,-28,0.5221919417381287,0.4314434826374054,-0.09074845910072327,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,13,6,0.4438685476779938,0.4419797956943512,-0.0018887519836425781,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,4,14,0.4406288266181946,0.4771363139152527,0.036507487297058105,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,43,-29,0.4429168999195099,0.3655659854412079,-0.077350914478302,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,2,-1,0.48954805731773376,0.5032122731208801,0.013664215803146362,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,17,1,0.4069208800792694,0.3792598247528076,-0.027661055326461792,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,33,-29,0.4601253867149353,0.3757559657096863,-0.08436942100524902,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,8,8,0.6070505380630493,0.6224175691604614,0.01536703109741211,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,60,-6,0.5469114780426025,0.5257135033607483,-0.021197974681854248,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,1,23,0.5937093496322632,0.6695696115493774,0.07586026191711426,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,29,-24,0.5364928841590881,0.47284334897994995,-0.06364953517913818,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,32,15,0.482970654964447,0.4708939790725708,-0.01207667589187622,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,55,-25,0.6417790651321411,0.6127942204475403,-0.02898484468460083,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,16,-4,0.6042231917381287,0.5664384961128235,-0.037784695625305176,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,52,-4,0.5702548027038574,0.5264614820480347,-0.043793320655822754,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,48,-26,0.5237754583358765,0.47190913558006287,-0.0518663227558136,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,58,-55,0.5488320589065552,0.46252238750457764,-0.08630967140197754,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,19,4,0.5221955180168152,0.49778661131858826,-0.02440890669822693,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,2,1,0.35100364685058594,0.409733384847641,0.058729737997055054,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,4,3,0.5022115111351013,0.5894115567207336,0.08720004558563232,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,6,-5,0.6210789084434509,0.5594038963317871,-0.06167501211166382,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,8,0,0.593585193157196,0.6005679965019226,0.0069828033447265625,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,4,1,0.6157102584838867,0.6756117939949036,0.059901535511016846,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,2,0,0.5244457125663757,0.672366738319397,0.14792102575302124,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,13,-2,0.6970088481903076,0.7095393538475037,0.012530505657196045,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,15,-12,0.7119752168655396,0.6421986818313599,-0.06977653503417969,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,1,3,0.7066170573234558,0.7499317526817322,0.04331469535827637,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,11,7,0.7261838316917419,0.7595675587654114,0.033383727073669434,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,7,7,0.7453212141990662,0.7764632105827332,0.031141996383666992,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,15,-7,0.7841389775276184,0.7653350234031677,-0.018803954124450684,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,10,-5,0.6531623601913452,0.6670598387718201,0.013897478580474854,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,27,-8,0.60422682762146,0.5723781585693359,-0.03184866905212402,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,25,-22,0.5494986772537231,0.5037419199943542,-0.045756757259368896,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,9,-5,0.5578400492668152,0.5513321161270142,-0.006507933139801025,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,33,-12,0.489423006772995,0.44509172439575195,-0.04433128237724304,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,34,-30,0.5434472560882568,0.4273220896720886,-0.11612516641616821,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,6,34,0.30329322814941406,0.421117901802063,0.11782467365264893,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,2,26,0.3380138576030731,0.4343365430831909,0.0963226854801178,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,27,-5,0.5372671484947205,0.5158035755157471,-0.02146357297897339,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,6,30,0.5712360143661499,0.663436233997345,0.09220021963119507,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,28,-11,0.6142544746398926,0.5966030359268188,-0.01765143871307373,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,18,7,0.5234483480453491,0.5810123682022095,0.05756402015686035,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,23,10,0.5125783085823059,0.5704120993614197,0.05783379077911377,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,38,-35,0.6123521327972412,0.5209343433380127,-0.09141778945922852,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,15,11,0.4568561911582947,0.48919716477394104,0.03234097361564636,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,39,-27,0.4582591652870178,0.41280126571655273,-0.04545789957046509,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,19,-17,0.47814619541168213,0.44057026505470276,-0.03757593035697937,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,10,5,0.42474165558815,0.4172934591770172,-0.0074481964111328125,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,42,-20,0.41263967752456665,0.3726682960987091,-0.039971381425857544,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,7,-3,0.5201765894889832,0.5001416802406311,-0.02003490924835205,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.5038589239120483,0.014385044574737549,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,4,3,0.4091431200504303,0.43901506066322327,0.02987194061279297,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,1,1,0.4483288526535034,0.4812079071998596,0.0328790545463562,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,6,3,0.4276643693447113,0.45878714323043823,0.03112277388572693,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,2,-1,0.4773827791213989,0.4950268566608429,0.01764407753944397,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,6,-2,0.42706114053726196,0.40906259417533875,-0.017998546361923218,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,17,-13,0.5493555665016174,0.46376872062683105,-0.08558684587478638,候选二：当前轮信息优先 + 一句关系补充
候选二：当前轮信息优先 + 一句关系补充 vs 当前前后文 Prompt（主要基线）,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,11,0,0.5612436532974243,0.5584010481834412,-0.0028426051139831543,候选二：当前轮信息优先 + 一句关系补充
