session_id,source_turn_id,user_indicator_set,assistant_indicator_set,Old_summary_indicator_set,Old_summary_indicator_count,A1_summary_indicator_set,A1_summary_indicator_count,A2_summary_indicator_set,A2_summary_indicator_count,A3_summary_indicator_set,A3_summary_indicator_count
S003,S003-Q024,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q025,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2
S003,S003-Q026,"[""总资产""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3
S003,S003-Q027,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q028,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q029,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q030,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q031,"[""营业收入""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""营业收入"", ""归母净利润"", ""总资产""]",3
S003,S003-Q032,"[""归母净利润""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""营业收入"", ""归母净利润""]",2
S003,S003-Q033,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q034,"[""扣非归母净利润""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""总资产""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""扣非归母净利润"", ""总资产""]",3,"[""归母净利润"", ""扣非归母净利润"", ""总资产""]",3
S003,S003-Q035,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""扣非归母净利润""]",3,"[""营业收入"", ""归母净利润"", ""扣非归母净利润""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q036,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q037,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q038,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额""]",1,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q039,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q040,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q041,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",4,"[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润""]",2
S003,S003-Q042,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q043,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q044,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q045,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q046,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q047,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q048,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q049,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q050,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""总资产"", ""归母股东权益""]",2,"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q051,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q052,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q053,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q054,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q055,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q056,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""总资产"", ""归母股东权益""]",2,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q057,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S003,S003-Q058,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2
S003,S003-Q059,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润""]",2
S003,S003-Q060,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""经营活动现金流净额"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q061,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q062,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q063,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S003,S003-Q064,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q065,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q066,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q067,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",4,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q068,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",4,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q069,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S003,S003-Q070,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q071,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q072,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q073,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",5,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q074,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q075,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q076,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q077,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润""]",2
S003,S003-Q078,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q079,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q080,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",3,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q081,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2
S003,S003-Q082,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2
S003,S003-Q083,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q084,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S003,S003-Q085,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2
S003,S003-Q086,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2,"[""总资产"", ""归母股东权益""]",2
S003,S003-Q087,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润""]",2,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额""]",3
S003,S003-Q088,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""总资产""]",3,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""总资产""]",2,"[""归母净利润"", ""经营活动现金流净额"", ""总资产""]",3
S003,S003-Q089,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""归母净利润"", ""扣非归母净利润""]",2,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润""]",2
S003,S003-Q090,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产""]",5,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2,"[""经营活动现金流净额"", ""总资产""]",2
S004,S004-Q001,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""扣非归母净利润"", ""归母股东权益""]",2,"[""扣非归母净利润"", ""归母股东权益""]",2,"[""扣非归母净利润"", ""经营活动现金流净额"", ""归母股东权益""]",3
S004,S004-Q002,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""归母股东权益""]",3,"[""营业收入"", ""归母净利润"", ""经营活动现金流净额"", ""归母股东权益""]",4,"[""营业收入"", ""归母股东权益""]",2
S004,S004-Q003,[],"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]","[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额"", ""总资产"", ""归母股东权益""]",6,"[""营业收入"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",4,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3,"[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]",3
