Config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,transition,dense_rank,hybrid_rank,dense_score,raw_bm25_score,normalized_bm25_score,hybrid_final_score
H3,H3 vs Dense,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,15,-3,0.544538140296936,0.27361365509036756,-0.2709244852065685,UNCHANGED,12,15,0.544538140296936,0.16834013164043427,0.0026891698837990426,0.27361365509036756
H3,H3 vs Dense,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,5,-2,0.4967461824417114,0.25634134032833694,-0.24040484211337448,UNCHANGED,3,5,0.4967461824417114,3.753843069076538,0.015936498214962454,0.25634134032833694
H3,H3 vs Dense,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,3,-1,0.5816625952720642,0.30339522622456866,-0.27826736904749555,UNCHANGED,2,3,0.5816625952720642,4.6833415031433105,0.02512785717707309,0.30339522622456866
H3,H3 vs Dense,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,24,0,0.4725983738899231,0.23966430190945798,-0.23293407198046512,UNCHANGED,24,24,0.4725983738899231,2.011214017868042,0.006730229928992869,0.23966430190945798
H3,H3 vs Dense,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,23,0,0.39940428733825684,0.2011502938286738,-0.19825399350958303,UNCHANGED,23,23,0.39940428733825684,0.3171587884426117,0.002896300319090778,0.2011502938286738
H3,H3 vs Dense,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,3,-2,0.520713210105896,0.2817129216647752,-0.2390002884411208,UNCHANGED,1,3,0.520713210105896,5.780782222747803,0.04271263322365438,0.2817129216647752
H3,H3 vs Dense,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,12,1,0.4627559781074524,0.24062001553156384,-0.22213596257588855,UNCHANGED,13,12,0.4627559781074524,4.055620193481445,0.01848405295567528,0.24062001553156384
H3,H3 vs Dense,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,14,-7,0.516326904296875,0.2594472015980057,-0.2568797026988693,UNCHANGED,7,14,0.516326904296875,0.07549551129341125,0.002567498899136473,0.2594472015980057
H3,H3 vs Dense,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,7,-3,0.41738826036453247,0.20993882365782002,-0.20744943670671245,DEMOTED,4,7,0.41738826036453247,0.013547374866902828,0.00248938695110759,0.20993882365782002
H3,H3 vs Dense,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,10,-4,0.41101235151290894,0.2067502635160137,-0.20426208799689524,UNCHANGED,6,10,0.41101235151290894,0.012571431696414948,0.0024881755191184574,0.2067502635160137
H3,H3 vs Dense,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,14,-3,0.6024776697158813,0.3182635597853808,-0.28421410993050056,UNCHANGED,11,14,0.6024776697158813,5.3094024658203125,0.03404944985488023,0.3182635597853808
H3,H3 vs Dense,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.1891928724554319,-0.18616332490174584,UNCHANGED,3,3,0.37535619735717773,0.40738430619239807,0.0030295475536860884,0.1891928724554319
H3,H3 vs Dense,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.17901607167295344,-0.17171601641603582,UNCHANGED,7,7,0.35073208808898926,0.17490693926811218,0.007300055256917649,0.17901607167295344
H3,H3 vs Dense,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,5,0,0.3698793947696686,0.18918211090039355,-0.18069728386927503,UNCHANGED,5,5,0.3698793947696686,0.4780905246734619,0.0084848270311185,0.18918211090039355
H3,H3 vs Dense,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.3458166718482971,0.17419410696116744,-0.17162256488712968,UNCHANGED,9,9,0.3458166718482971,0.07865064591169357,0.0025715420740377473,0.17419410696116744
H3,H3 vs Dense,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,6,-1,0.3781711459159851,0.1903696723772471,-0.187801473538738,DEMOTED,5,6,0.3781711459159851,0.0760420709848404,0.002568198838509128,0.1903696723772471
H3,H3 vs Dense,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,6,0,0.47782114148139954,0.24032690991411476,-0.23749423156728477,UNCHANGED,6,6,0.47782114148139954,0.2726081907749176,0.0028326783468299627,0.24032690991411476
H3,H3 vs Dense,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,14,1,0.6479976177215576,0.326096263002778,-0.3219013547187796,UNCHANGED,15,14,0.6479976177215576,1.0606398582458496,0.004194908283998383,0.326096263002778
H3,H3 vs Dense,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,12,-1,0.7154013514518738,0.3596342155735277,-0.3557671358783461,UNCHANGED,11,12,0.7154013514518738,0.8972378373146057,0.0038670796951816517,0.3596342155735277
H3,H3 vs Dense,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,8,-1,0.7325950860977173,0.36857028049607643,-0.36402480560164086,UNCHANGED,7,8,0.7325950860977173,1.2218655347824097,0.004545474894435579,0.36857028049607643
H3,H3 vs Dense,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,7,1,0.6824973225593567,0.3498671911339886,-0.33263013142536807,UNCHANGED,8,7,0.6824973225593567,3.9133875370025635,0.017237059708620602,0.3498671911339886
H3,H3 vs Dense,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,14,-4,0.6791412234306335,0.3437597012712362,-0.33538152215939737,UNCHANGED,10,14,0.6791412234306335,2.452577590942383,0.008378179111838841,0.3437597012712362
H3,H3 vs Dense,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,8,-6,0.7513960599899292,0.3837581333495696,-0.3676379266403596,DEMOTED,2,8,0.7513960599899292,3.777139663696289,0.016120206709210015,0.3837581333495696
H3,H3 vs Dense,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,2,0,0.7454124689102173,0.40780616229550715,-0.33760630661471014,UNCHANGED,2,2,0.7454124689102173,6.8327531814575195,0.07019985568079705,0.40780616229550715
H3,H3 vs Dense,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,5,6,0.7210525870323181,0.3847644450861675,-0.33628814194615064,PROMOTED,11,5,0.7210525870323181,6.046020984649658,0.04847630314001684,0.3847644450861675
H3,H3 vs Dense,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,13,-2,0.7214906811714172,0.37264613038078553,-0.3488445507906317,UNCHANGED,11,13,0.7214906811714172,4.572172164916992,0.023801579590153846,0.37264613038078553
H3,H3 vs Dense,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,18,-5,0.6772738099098206,0.3402732604990677,-0.33700054941075286,UNCHANGED,13,18,0.6772738099098206,0.5622830390930176,0.0032727110883148027,0.3402732604990677
H3,H3 vs Dense,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,5,-3,0.7298577427864075,0.37341566750754307,-0.3564420752788644,UNCHANGED,2,5,0.7298577427864075,3.8820455074310303,0.016973592228678627,0.37341566750754307
H3,H3 vs Dense,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,15,-3,0.6979053020477295,0.3522424093989969,-0.34566289264873257,UNCHANGED,12,15,0.6979053020477295,1.9656145572662354,0.006579516750264382,0.3522424093989969
H3,H3 vs Dense,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,39,0,0.6558573842048645,0.33290329169555904,-0.32295409250930546,UNCHANGED,39,39,0.6558573842048645,2.799471616744995,0.009949199186253574,0.33290329169555904
H3,H3 vs Dense,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,7,-3,0.7309869527816772,0.37114627977002845,-0.3598406730116488,DEMOTED,4,7,0.7309869527816772,3.0578269958496094,0.01130560675837964,0.37114627977002845
H3,H3 vs Dense,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,4,0,0.67808997631073,0.5141595778480417,-0.1639303984626883,UNCHANGED,4,4,0.67808997631073,10.763936042785645,0.35022917938535336,0.5141595778480417
H3,H3 vs Dense,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,1,0,0.6072694063186646,0.5447597858351441,-0.06250962048352049,UNCHANGED,1,1,0.6072694063186646,11.857941627502441,0.4822501653516236,0.5447597858351441
H3,H3 vs Dense,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,18,-3,0.4818408787250519,0.2438855376810326,-0.23795534104401928,UNCHANGED,15,18,0.4818408787250519,1.7564998865127563,0.0059301966370133114,0.2438855376810326
H3,H3 vs Dense,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,2,14,0.492669016122818,0.31415803331741393,-0.17851098280540406,PROMOTED,16,2,0.492669016122818,8.296150207519531,0.13564705051200984,0.31415803331741393
H3,H3 vs Dense,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,9,3,0.5007023811340332,0.26237157984052656,-0.23833080129350664,UNCHANGED,12,9,0.5007023811340332,4.592661380767822,0.02404077854701989,0.26237157984052656
H3,H3 vs Dense,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,35,1,0.33248934149742126,0.17438285911244286,-0.1581064823849784,UNCHANGED,36,35,0.33248934149742126,3.7967395782470703,0.016276376727464466,0.17438285911244286
H3,H3 vs Dense,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,16,-5,0.6479683518409729,0.32548260918085004,-0.32248574266012286,UNCHANGED,11,16,0.6479683518409729,0.3856266736984253,0.002996866520727123,0.32548260918085004
H3,H3 vs Dense,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,7,-6,0.650933027267456,0.3297399323997639,-0.32119309486769215,DEMOTED,1,7,0.650933027267456,2.49277925491333,0.00854683753207176,0.3297399323997639
H3,H3 vs Dense,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,5,1,0.6310549378395081,0.33169871357046465,-0.2993562242690434,PROMOTED,6,5,0.6310549378395081,5.203007221221924,0.032342489301421286,0.33169871357046465
H3,H3 vs Dense,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,6,-5,0.6374316811561584,0.5153735314846557,-0.12205814967150275,DEMOTED,1,6,0.6374316811561584,11.13320541381836,0.3933153818131529,0.5153735314846557
H3,H3 vs Dense,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,2,9,0.5550165176391602,0.5770962470988463,0.02207972945968617,PROMOTED,11,2,0.5550165176391602,12.804065704345703,0.5991759765585324,0.5770962470988463
H3,H3 vs Dense,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,5,6,0.4726150631904602,0.2615899863184015,-0.21102507687205868,PROMOTED,11,5,0.4726150631904602,6.134781360626221,0.05056490944634282,0.2615899863184015
H3,H3 vs Dense,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,3,-1,0.3476473391056061,0.17548577498701254,-0.17216156411859354,UNCHANGED,2,3,0.3476473391056061,0.5936135649681091,0.003324210868419016,0.17548577498701254
H3,H3 vs Dense,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,4,0,0.4727919101715088,0.2464959306977187,-0.2262959794737901,UNCHANGED,4,4,0.4727919101715088,4.236663341522217,0.020199951223928574,0.2464959306977187
H3,H3 vs Dense,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,1,0,0.494103342294693,0.2575380081188601,-0.23656533417583292,UNCHANGED,1,1,0.494103342294693,4.313321590423584,0.020972673943027098,0.2575380081188601
H3,H3 vs Dense,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,4,2,0.49814823269844055,0.26889471127815706,-0.2292535214202835,PROMOTED,6,4,0.49814823269844055,5.625123500823975,0.03964118985787359,0.26889471127815706
H3,H3 vs Dense,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,5,0,0.5069320797920227,0.26128037375077096,-0.24565170604125175,UNCHANGED,5,5,0.5069320797920227,3.714207410812378,0.015628667709519158,0.26128037375077096
H3,H3 vs Dense,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.3990732785307146,-0.21768131293428172,UNCHANGED,1,1,0.6167545914649963,8.986109733581543,0.18139196559643284,0.3990732785307146
H3,H3 vs Dense,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,9,-2,0.6651113629341125,0.3355856358125513,-0.32952572712156125,UNCHANGED,7,9,0.6651113629341125,1.8000355958938599,0.006059908690990004,0.3355856358125513
H3,H3 vs Dense,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,3,-2,0.6499589681625366,0.3386721381073468,-0.3112868300551898,UNCHANGED,1,3,0.6499589681625366,4.860037326812744,0.027385308052156995,0.3386721381073468
H3,H3 vs Dense,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,5,-2,0.6119412183761597,0.3122717392979993,-0.2996694790781604,UNCHANGED,3,5,0.6119412183761597,3.27760648727417,0.012602260219838896,0.3122717392979993
H3,H3 vs Dense,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,19,-4,0.5855612754821777,0.29498402588822686,-0.29057724959395087,UNCHANGED,15,19,0.5855612754821777,1.159609317779541,0.004406776294276019,0.29498402588822686
H3,H3 vs Dense,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,2,5,0.6343926787376404,0.42864520248481147,-0.2057474762528289,PROMOTED,7,2,0.6343926787376404,9.50228214263916,0.22289772623198256,0.42864520248481147
H3,H3 vs Dense,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,7,-1,0.5726884603500366,0.30994297669329246,-0.26274548365674416,UNCHANGED,6,7,0.5726884603500366,5.989866256713867,0.04719749303654828,0.30994297669329246
H3,H3 vs Dense,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,12,0,0.5834260582923889,0.30050723025263576,-0.28291882803975316,UNCHANGED,12,12,0.5834260582923889,3.954458713531494,0.01758840221288265,0.30050723025263576
H3,H3 vs Dense,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,17,4,0.54683518409729,0.29109823341861246,-0.2557369506786776,UNCHANGED,21,17,0.54683518409729,5.387727737426758,0.0353612827399349,0.29109823341861246
H3,H3 vs Dense,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,19,-2,0.5243327021598816,0.2643599680836005,-0.2599727340762811,UNCHANGED,17,19,0.5243327021598816,1.1506811380386353,0.0043872340073194795,0.2643599680836005
H3,H3 vs Dense,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,6,-4,0.6725355982780457,0.33949990464835045,-0.3330356936296952,DEMOTED,2,6,0.6725355982780457,1.9300217628479004,0.006464211018655242,0.33949990464835045
H3,H3 vs Dense,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,29,0,0.5633748769760132,0.2873227463596444,-0.2760521306163688,UNCHANGED,29,29,0.5633748769760132,3.0515565872192383,0.011270615743275593,0.2873227463596444
H3,H3 vs Dense,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,12,-6,0.5420230627059937,0.2738157286785429,-0.26820733402745073,UNCHANGED,6,12,0.5420230627059937,1.6442668437957764,0.0056083946510922245,0.2738157286785429
H3,H3 vs Dense,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,36,-3,0.4599473774433136,0.23326298916602917,-0.22668438827728443,UNCHANGED,33,36,0.4599473774433136,1.9653342962265015,0.006578600888744756,0.23326298916602917
H3,H3 vs Dense,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,1,14,0.5070860385894775,0.323334159965454,-0.18375187862402353,PROMOTED,15,1,0.5070860385894775,8.362472534179688,0.13958228134143047,0.323334159965454
H3,H3 vs Dense,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,23,-1,0.5056788325309753,0.25887116583656966,-0.24680766669440568,UNCHANGED,22,23,0.5056788325309753,3.189131736755371,0.012063499142163984,0.25887116583656966
H3,H3 vs Dense,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,15,-5,0.5986801981925964,0.34280204236735884,-0.2558781558252376,UNCHANGED,10,15,0.5986801981925964,7.296427249908447,0.08692388654212121,0.34280204236735884
H3,H3 vs Dense,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,9,6,0.592033326625824,0.3734372621271935,-0.21859606449863045,UNCHANGED,15,9,0.592033326625824,8.605751037597656,0.1548411976285631,0.3734372621271935
H3,H3 vs Dense,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,43,-2,0.4069212079048157,0.20561551398477734,-0.20130569392003833,UNCHANGED,41,43,0.4069212079048157,1.1149200201034546,0.004309820064739015,0.20561551398477734
H3,H3 vs Dense,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,21,-10,0.4789794087409973,0.24079118020913598,-0.23818822853186133,UNCHANGED,11,21,0.4789794087409973,0.10299425572156906,0.0026029516772746284,0.24079118020913598
H3,H3 vs Dense,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,10,-7,0.5221919417381287,0.2698408468300537,-0.25235109490807495,DEMOTED,3,10,0.5221919417381287,3.9430086612701416,0.017489751921978762,0.2698408468300537
H3,H3 vs Dense,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,14,5,0.4438685476779938,0.24704905229153168,-0.1968194953864621,UNCHANGED,19,14,0.4438685476779938,6.120766639709473,0.05022955690506956,0.24704905229153168
H3,H3 vs Dense,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,21,-3,0.4406288266181946,0.222590385398818,-0.21803844121937657,UNCHANGED,18,21,0.4406288266181946,1.224722981452942,0.004551944179441422,0.222590385398818
H3,H3 vs Dense,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,9,5,0.4429168999195099,0.2383203471585295,-0.20459655276098038,UNCHANGED,14,9,0.4429168999195099,5.289507865905762,0.03372379439754916,0.2383203471585295
H3,H3 vs Dense,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,4,-3,0.48954805731773376,0.30597432231748195,-0.18357373500025181,UNCHANGED,1,4,0.48954805731773376,8.06021785736084,0.12240058731723018,0.30597432231748195
H3,H3 vs Dense,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,21,-3,0.4069208800792694,0.21138565389742145,-0.19553522618184796,UNCHANGED,18,21,0.4069208800792694,3.7428371906280518,0.0158504277155735,0.21138565389742145
H3,H3 vs Dense,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,9,-5,0.4601253867149353,0.2452688724032918,-0.21485651431164351,DEMOTED,4,9,0.4601253867149353,5.075956344604492,0.03041235809164826,0.2452688724032918
H3,H3 vs Dense,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,24,-8,0.6070505380630493,0.31271979213120166,-0.29433074593184766,UNCHANGED,16,24,0.6070505380630493,4.0451202392578125,0.018389046199354015,0.31271979213120166
H3,H3 vs Dense,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,45,9,0.5469114780426025,0.2903766886778651,-0.25653478936473745,UNCHANGED,54,45,0.5469114780426025,5.296744346618652,0.03384189931312766,0.2903766886778651
H3,H3 vs Dense,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,27,-3,0.5937093496322632,0.30598418095806357,-0.2877251686741996,UNCHANGED,24,27,0.5937093496322632,4.030662536621094,0.01825901228386394,0.30598418095806357
H3,H3 vs Dense,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,6,-1,0.5364928841590881,0.2771349863194553,-0.2593578978396328,DEMOTED,5,6,0.5364928841590881,3.976184368133545,0.01777708847982253,0.2771349863194553
H3,H3 vs Dense,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,39,8,0.482970654964447,0.25294881647564926,-0.23002183848879776,UNCHANGED,47,39,0.482970654964447,4.4955058097839355,0.022926977986851487,0.25294881647564926
H3,H3 vs Dense,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,52,-22,0.6417790651321411,0.32088953256607056,-0.32088953256607056,UNCHANGED,30,52,0.6417790651321411,1.750807285308838,0.0,0.32088953256607056
H3,H3 vs Dense,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,14,-2,0.6042231917381287,0.4121185416064561,-0.19210465013167255,UNCHANGED,12,14,0.6042231917381287,9.468829154968262,0.22001389147478356,0.4121185416064561
H3,H3 vs Dense,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,57,-9,0.5702548027038574,0.2851274013519287,-0.2851274013519287,UNCHANGED,48,57,0.5702548027038574,2.143606424331665,0.0,0.2851274013519287
H3,H3 vs Dense,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,32,-10,0.5237754583358765,0.26874286317079077,-0.2550325951650857,UNCHANGED,22,32,0.5237754583358765,3.448389768600464,0.013710268005705116,0.26874286317079077
H3,H3 vs Dense,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,7,-4,0.5488320589065552,0.33597925138136003,-0.21285280752519514,DEMOTED,3,7,0.5488320589065552,8.073698043823242,0.12312644385616488,0.33597925138136003
H3,H3 vs Dense,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,18,5,0.5221955180168152,0.27931398417255576,-0.24288153384425942,UNCHANGED,23,18,0.5221955180168152,5.449634552001953,0.03643245032829635,0.27931398417255576
H3,H3 vs Dense,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.1770437886732559,-0.17395985817733003,UNCHANGED,3,3,0.35100364685058594,0.4430766701698303,0.0030839304959258615,0.1770437886732559
H3,H3 vs Dense,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,7,0,0.5022115111351013,0.25334443594031936,-0.24886707519478196,UNCHANGED,7,7,0.5022115111351013,1.191531777381897,0.004477360745537357,0.25334443594031936
H3,H3 vs Dense,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.3200318711111426,-0.3010470373323083,UNCHANGED,1,1,0.6210789084434509,4.110105037689209,0.01898483377883428,0.3200318711111426
H3,H3 vs Dense,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,8,0,0.593585193157196,0.3004151278636387,-0.2931700652935573,UNCHANGED,8,8,0.593585193157196,2.159672737121582,0.007245062570081422,0.3004151278636387
H3,H3 vs Dense,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,6,-1,0.6157102584838867,0.31337862614005296,-0.30233163234383376,DEMOTED,5,6,0.6157102584838867,3.0110230445861816,0.011046993796219196,0.31337862614005296
H3,H3 vs Dense,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,2,0,0.5244457125663757,0.2696691014782904,-0.25477661108808536,UNCHANGED,2,2,0.5244457125663757,3.6162126064300537,0.014892490390205028,0.2696691014782904
H3,H3 vs Dense,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,9,2,0.6970088481903076,0.3613205243911787,-0.33568832379912894,UNCHANGED,11,9,0.6970088481903076,4.72412109375,0.025632200592049792,0.3613205243911787
H3,H3 vs Dense,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,3,0,0.7119752168655396,0.3795849022089953,-0.33239031465654423,UNCHANGED,3,3,0.7119752168655396,5.989737033843994,0.04719458755245112,0.3795849022089953
H3,H3 vs Dense,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7066170573234558,0.36898090774530146,-0.33763614957815435,UNCHANGED,4,5,0.7066170573234558,5.13827657699585,0.03134475816714715,0.36898090774530146
H3,H3 vs Dense,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,15,3,0.7261838316917419,0.3898229133911977,-0.33636091830054426,UNCHANGED,18,15,0.7261838316917419,6.252319812774658,0.05346199509065344,0.3898229133911977
H3,H3 vs Dense,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,7,7,0.7453212141990662,0.4081992362963232,-0.33712197790274295,UNCHANGED,14,7,0.7453212141990662,6.85948371887207,0.0710772583935803,0.4081992362963232
H3,H3 vs Dense,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,2,6,0.7841389775276184,0.4786953882501591,-0.3054435892774593,PROMOTED,8,2,0.7841389775276184,8.874491691589355,0.17325179897269988,0.4786953882501591
H3,H3 vs Dense,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,9,-4,0.6531623601913452,0.34178089957449925,-0.31138146061684596,DEMOTED,5,9,0.6531623601913452,5.075079917907715,0.030399438957653336,0.34178089957449925
H3,H3 vs Dense,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,14,5,0.60422682762146,0.3193870804353321,-0.28483974718612787,UNCHANGED,19,14,0.60422682762146,5.339466571807861,0.0345473332492042,0.3193870804353321
